級	熟語	読み
pre2	教唆	[キョウサ]
pre2	示唆	[シサ]
pre2	下弦	[カゲン]
pre2	管弦	[カンゲン]
pre2	上弦	[ジョウゲン]
pre2	鳴弦	[メイゲン]
pre2	開襟	[カイキン]
pre2	胸襟	[キョウキン]
pre2	威喝	[イカツ]
pre2	一喝	[イッカツ]
pre2	恐喝	[キョウカツ]
pre2	虚喝	[キョカツ]
pre2	大喝	[ダイカツ]
pre2	不虞	[フグ]
pre2	憂虞	[ユウグ]
pre2	往診	[オウシン]
pre2	回診	[カイシン]
pre2	外診	[ガイシン]
pre2	休診	[キュウシン]
pre2	検診	[ケンシン]
pre2	誤診	[ゴシン]
pre2	再診	[サイシン]
pre2	受診	[ジュシン]
pre2	宅診	[タクシン]
pre2	打診	[ダシン]
pre2	聴診	[チョウシン]
pre2	内診	[ナイシン]
pre2	問診	[モンシン]
pre2	予診	[ヨシン]
pre2	来診	[ライシン]
pre2	獄訟	[ゴクショウ]
pre2	争訟	[ソウショウ]
pre2	訴訟	[ソショウ]
pre2	家塾	[カジュク]
pre2	義塾	[ギジュク]
pre2	私塾	[シジュク]
pre2	村塾	[ソンジュク]
pre2	参酌	[サンシャク]
pre2	対酌	[タイシャク]
pre2	独酌	[ドクシャク]
pre2	媒酌	[バイシャク]
pre2	晩酌	[バンシャク]
pre2	権詐	[ケンサ]
pre2	巧詐	[コウサ]
pre2	閑吟	[カンギン]
pre2	苦吟	[クギン]
pre2	詩吟	[シギン]
pre2	朗吟	[ロウギン]
pre2	餓飢	[ガキ]
pre2	調飢	[チョウキ]
pre2	凍飢	[トウキ]
pre2	飢渇	[キカツ]
pre2	枯渇	[コカツ]
pre2	焦渇	[ショウカツ]
pre2	戦渦	[センカ]
pre2	凶刃	[キョウジン]
pre2	自刃	[ジジン]
pre2	出刃	[でば]
pre2	白刃	[ハクジン,しらは]
pre2	氷刃	[ヒョウジン]
pre2	兵刃	[ヘイジン]
pre2	諸刃	[もろは]
pre2	利刃	[リジン]
pre2	両刃	[リョウば,もろは]
pre2	煙硝	[エンショウ]
pre2	英俊	[エイシュン]
pre2	賢俊	[ケンシュン]
pre2	豪俊	[ゴウシュン]
pre2	才俊	[サイシュン]
pre2	雄俊	[ユウシュン]
pre2	良俊	[リョウシュン]
pre2	栄爵	[エイシャク]
pre2	公爵	[コウシャク]
pre2	侯爵	[コウシャク]
pre2	五爵	[ゴシャク]
pre2	子爵	[シシャク]
pre2	授爵	[ジュシャク]
pre2	男爵	[ダンシャク]
pre2	伯爵	[ハクシャク]
pre2	封爵	[ホウシャク]
pre2	圧砕	[アッサイ]
pre2	玉砕	[ギョクサイ]
pre2	爆砕	[バクサイ]
pre2	粉砕	[フンサイ]
pre2	零砕	[レイサイ]
pre2	囲碁	[イゴ]
pre2	持碁	[ジゴ]
pre2	一隅	[イチグウ]
pre2	海隅	[カイグウ]
pre2	片隅	[かたすみ]
pre2	辺隅	[ヘングウ]
pre2	機宜	[キギ]
pre2	時宜	[ジギ]
pre2	適宜	[テキギ]
pre2	便宜	[ベンギ]
pre2	皮褐	[ヒカツ]
pre2	奇禍	[キカ]
pre2	黄禍	[コウカ]
pre2	災禍	[サイカ]
pre2	惨禍	[サンカ]
pre2	水禍	[スイカ]
pre2	舌禍	[ゼッカ]
pre2	戦禍	[センカ]
pre2	筆禍	[ヒッカ]
pre2	輪禍	[リンカ]
pre2	軽迅	[ケイジン]
pre2	奮迅	[フンジン]
pre2	化粧	[ケショウ]
pre2	盛粧	[セイショウ]
pre2	美粧	[ビショウ]
pre2	因准	[インジュン]
pre2	批准	[ヒジュン]
pre2	紺珠	[カンシュ,カンジュ]
pre2	数珠	[じゅず,ズズ]
pre2	真珠	[シンジュ]
pre2	念珠	[ネンジュ]
pre2	宝珠	[ホウジュ]
pre2	明珠	[メイシュ]
pre2	連珠	[レンジュ]
pre2	家宰	[カサイ]
pre2	主宰	[シュサイ]
pre2	大宰	[ダザイ]
pre2	寒江	[カンコウ]
pre2	大江	[タイコウ]
pre2	長江	[チョウコウ]
pre2	位勲	[イクン]
pre2	元勲	[ゲンクン]
pre2	功勲	[コウクン]
pre2	殊勲	[シュクン]
pre2	受勲	[ジュクン]
pre2	叙勲	[ジョクン]
pre2	大勲	[タイクン]
pre2	武勲	[ブクン]
pre2	虚偽	[キョギ]
pre2	邪偽	[ジャギ]
pre2	真偽	[シンギ]
pre2	管轄	[カンカツ]
pre2	所轄	[ショカツ]
pre2	直轄	[チョッカツ]
pre2	統轄	[トウカツ]
pre2	分轄	[ブンカツ]
pre2	雨靴	[あまぐつ]
pre2	上靴	[うわぐつ]
pre2	革靴	[かわぐつ]
pre2	軍靴	[グンカ]
pre2	製靴	[セイカ]
pre2	短靴	[タンぐつ]
pre2	泥靴	[どろぐつ]
pre2	長靴	[ながぐつ]
pre2	学寮	[ガクリョウ]
pre2	僧寮	[ソウリョウ]
pre2	茶寮	[チャリョウ,サリョウ]
pre2	内堀	[うちぼり]
pre2	外堀	[そとぼり]
pre2	義憤	[ギフン]
pre2	私憤	[シフン]
pre2	発憤	[ハップン]
pre2	悲憤	[ヒフン]
pre2	禅尼	[ゼンニ]
pre2	僧尼	[ソウニ]
pre2	艦艇	[カンテイ]
pre2	競艇	[キョウテイ]
pre2	舟艇	[シュウテイ]
pre2	小艇	[ショウテイ]
pre2	短艇	[タンテイ]
pre2	厳霜	[ゲンソウ]
pre2	降霜	[コウソウ]
pre2	秋霜	[シュウソウ]
pre2	春霜	[シュンソウ]
pre2	星霜	[セイソウ]
pre2	晩霜	[バンソウ]
pre2	氷霜	[ヒョウソウ]
pre2	風霜	[フウソウ]
pre2	実践	[ジッセン]
pre2	履践	[リセン]
pre2	劇甚	[ゲキジン]
pre2	幸甚	[コウジン]
pre2	深甚	[シンジン]
pre2	五倫	[ゴリン]
pre2	人倫	[ジンリン]
pre2	絶倫	[ゼツリン]
pre2	大倫	[タイリン]
pre2	天倫	[テンリン]
pre2	破倫	[ハリン]
pre2	比倫	[ヒリン]
pre2	不倫	[フリン]
pre2	乱倫	[ランリン]
pre2	狂奔	[キョウホン]
pre2	出奔	[シュッポン]
pre2	逃奔	[トウホン]
pre2	懐妊	[カイニン]
pre2	避妊	[ヒニン]
pre2	不妊	[フニン]
pre2	雲泥	[ウンデイ]
pre2	汚泥	[オデイ]
pre2	金泥	[キンデイ,コンデイ]
pre2	銀泥	[ギンデイ]
pre2	拘泥	[コウデイ]
pre2	朱泥	[シュデイ]
pre2	春泥	[シュンデイ]
pre2	臨眺	[リンチョウ]
pre2	海藻	[カイソウ]
pre2	才藻	[サイソウ]
pre2	詞藻	[シソウ]
pre2	辞藻	[ジソウ]
pre2	文藻	[ブンソウ]
pre2	緑藻	[リョクソウ]
pre2	左遷	[サセン]
pre2	転遷	[テンセン]
pre2	変遷	[ヘンセン]
pre2	元帥	[ゲンスイ]
pre2	主帥	[シュスイ]
pre2	将帥	[ショウスイ]
pre2	総帥	[ソウスイ]
pre2	統帥	[トウスイ]
pre2	家累	[カルイ]
pre2	係累	[ケイルイ]
pre2	小累	[ショウルイ]
pre2	世累	[セイルイ]
pre2	俗累	[ゾクルイ]
pre2	煩累	[ハンルイ]
pre2	連累	[レンルイ]
pre2	寛裕	[カンユウ]
pre2	富裕	[フユウ]
pre2	余裕	[ヨユウ]
pre2	亜麻	[アマ]
pre2	黄麻	[オウマ]
pre2	大麻	[タイマ]
pre2	乱麻	[ランマ]
pre2	合併	[ガッペイ]
pre2	兼併	[ケンペイ]
pre2	王妃	[オウヒ]
pre2	后妃	[コウヒ]
pre2	皇妃	[コウヒ]
pre2	正妃	[セイヒ]
pre2	隠忍	[インニン]
pre2	堪忍	[カンニン]
pre2	堅忍	[ケンニン]
pre2	残忍	[ザンニン]
pre2	耐忍	[タイニン]
pre2	交迭	[コウテツ]
pre2	更迭	[コウテツ]
pre2	漁釣	[ギョチョウ]
pre2	垂釣	[スイチョウ]
pre2	供薦	[キョウセン]
pre2	自薦	[ジセン]
pre2	推薦	[スイセン]
pre2	他薦	[タセン]
pre2	仮睡	[カスイ]
pre2	午睡	[ゴスイ]
pre2	熟睡	[ジュクスイ]
pre2	堅塁	[ケンルイ]
pre2	孤塁	[コルイ]
pre2	残塁	[ザンルイ]
pre2	城塁	[ジョウルイ]
pre2	石塁	[セキルイ]
pre2	土塁	[ドルイ]
pre2	本塁	[ホンルイ]
pre2	満塁	[マンルイ]
pre2	円融	[エンユウ]
pre2	金融	[キンユウ]
pre2	祝融	[シュクユウ]
pre2	溶融	[ヨウユウ]
pre2	研摩	[ケンマ]
pre2	板塀	[いたベイ]
pre2	石塀	[セキベイ,いしベイ]
pre2	土塀	[ドベイ]
pre2	開披	[カイヒ]
pre2	直披	[チョクヒ]
pre2	紛披	[フンピ]
pre2	安寧	[アンネイ]
pre2	帰寧	[キネイ]
pre2	康寧	[コウネイ]
pre2	小寧	[ショウネイ]
pre2	静寧	[セイネイ]
pre2	丁寧	[テイネイ]
pre2	一徹	[イッテツ]
pre2	貫徹	[カンテツ]
pre2	透徹	[トウテツ]
pre2	明徹	[メイテツ]
pre2	勧懲	[カンチョウ]
pre2	怠堕	[タイダ]
pre2	化繊	[カセン]
pre2	機枢	[キスウ]
pre2	中枢	[チュウスウ]
pre2	要枢	[ヨウスウ]
pre2	背戻	[ハイレイ]
pre2	返戻	[ヘンレイ]
pre2	暴戻	[ボウレイ]
pre2	中庸	[チュウヨウ]
pre2	登庸	[トウヨウ]
pre2	凡庸	[ボンヨウ]
pre2	研磨	[ケンマ]
pre2	練磨	[レンマ]
pre2	貨幣	[カヘイ]
pre2	官幣	[カンペイ]
pre2	国幣	[コクヘイ]
pre2	御幣	[ゴヘイ]
pre2	紙幣	[シヘイ]
pre2	造幣	[ゾウヘイ]
pre2	重幣	[チョウヘイ]
pre2	開扉	[カイヒ]
pre2	鉄扉	[テッピ]
pre2	門扉	[モンピ]
pre2	刀把	[トウハ]
pre2	違勅	[イチョク]
pre2	詔勅	[ショウチョク]
pre2	神勅	[シンチョク]
pre2	奉勅	[ホウチョク]
pre2	勤惰	[キンダ]
pre2	怠惰	[タイダ]
pre2	遊惰	[ユウダ]
pre2	座禅	[ザゼン]
pre2	参禅	[サンゼン]
pre2	受禅	[ジュゼン]
pre2	封禅	[ホウゼン]
pre2	尊崇	[ソンスウ]
pre2	駅鈴	[エキレイ]
pre2	振鈴	[シンレイ]
pre2	電鈴	[デンレイ]
pre2	風鈴	[フウリン]
pre2	一抹	[イチマツ]
pre2	塗抹	[トマツ]
pre2	濃抹	[ノウマツ]
pre2	悪弊	[アクヘイ]
pre2	旧弊	[キュウヘイ]
pre2	語弊	[ゴヘイ]
pre2	困弊	[コンペイ]
pre2	習弊	[シュウヘイ]
pre2	衰弊	[スイヘイ]
pre2	積弊	[セキヘイ]
pre2	疲弊	[ヒヘイ]
pre2	病弊	[ビョウヘイ]
pre2	王覇	[オウハ]
pre2	制覇	[セイハ]
pre2	争覇	[ソウハ]
pre2	連覇	[レンパ]
pre2	哀悼	[アイトウ]
pre2	深悼	[シントウ]
pre2	追悼	[ツイトウ]
pre2	足駄	[あしダ]
pre2	下駄	[ゲタ]
pre2	雪駄	[セッタ]
pre2	荷駄	[にダ]
pre2	無駄	[ムダ]
pre2	西漸	[セイゼン]
pre2	積漸	[セキゼン]
pre2	東漸	[トウゼン]
pre2	考据	[コウキョ]
pre2	収賄	[シュウワイ]
pre2	贈賄	[ゾウワイ]
pre2	包羅	[ホウラ]
pre2	網羅	[モウラ]
pre2	不偏	[フヘン]
pre2	改廃	[カイハイ]
pre2	荒廃	[コウハイ]
pre2	興廃	[コウハイ]
pre2	全廃	[ゼンパイ]
pre2	存廃	[ゾンハイ]
pre2	退廃	[タイハイ]
pre2	撤廃	[テッパイ]
pre2	老廃	[ロウハイ]
pre2	貝塚	[かいづか]
pre2	筆塚	[ふでづか]
pre2	安泰	[アンタイ]
pre2	静泰	[セイタイ]
pre2	官租	[カンソ]
pre2	地租	[チソ]
pre2	田租	[デンソ]
pre2	負租	[フソ]
pre2	糸杉	[いとすぎ]
pre2	老杉	[ロウサン]
pre2	大枠	[おおわく]
pre2	黒枠	[くろわく]
pre2	別枠	[ベツわく]
pre2	窓枠	[まどわく]
pre2	乾酪	[カンラク]
pre2	牛酪	[ギュウラク]
pre2	乳酪	[ニュウラク]
pre2	肝銘	[カンメイ]
pre2	感銘	[カンメイ]
pre2	記銘	[キメイ]
pre2	刻銘	[コクメイ]
pre2	刀銘	[トウメイ]
pre2	普遍	[フヘン]
pre2	万遍	[マンベン]
pre2	満遍	[マンベン]
pre2	貴賓	[キヒン]
pre2	迎賓	[ゲイヒン]
pre2	国賓	[コクヒン]
pre2	主賓	[シュヒン]
pre2	来賓	[ライヒン]
pre2	啓培	[ケイバイ]
pre2	栽培	[サイバイ]
pre2	飛棟	[ヒトウ]
pre2	病棟	[ビョウトウ]
pre2	洗濯	[センタク]
pre2	空疎	[クウソ]
pre2	親疎	[シンソ]
pre2	一斉	[イッセイ]
pre2	均斉	[キンセイ]
pre2	整斉	[セイセイ]
pre2	疫痢	[エキリ]
pre2	下痢	[ゲリ]
pre2	赤痢	[セキリ]
pre2	虚妄	[キョモウ]
pre2	迷妄	[メイモウ]
pre2	気泡	[キホウ]
pre2	水泡	[スイホウ]
pre2	発泡	[ハッポウ]
pre2	触媒	[ショクバイ]
pre2	鳥媒	[チョウバイ]
pre2	風媒	[フウバイ]
pre2	溶媒	[ヨウバイ]
pre2	良媒	[リョウバイ]
pre2	霊媒	[レイバイ]
pre2	円筒	[エントウ]
pre2	気筒	[キトウ]
pre2	水筒	[スイトウ]
pre2	竹筒	[たけづつ]
pre2	封筒	[フウトウ]
pre2	地坪	[ジつぼ]
pre2	建坪	[たてつぼ]
pre2	絵塑	[カイソ]
pre2	可塑	[カソ]
pre2	彫塑	[チョウソ]
pre2	泥塑	[デイソ]
pre2	永逝	[エイセイ]
pre2	遠逝	[エンセイ]
pre2	急逝	[キュウセイ]
pre2	草履	[ゾウリ]
pre2	弊履	[ヘイリ]
pre2	木履	[ボクリ]
pre2	群盲	[グンモウ]
pre2	色盲	[シキモウ]
pre2	文盲	[モンモウ]
pre2	月俸	[ゲッポウ]
pre2	減俸	[ゲンポウ]
pre2	増俸	[ゾウホウ]
pre2	年俸	[ネンポウ]
pre2	本俸	[ホンポウ]
pre2	花瓶	[カビン]
pre2	茶瓶	[チャビン]
pre2	鉄瓶	[テツビン]
pre2	土瓶	[ドビン]
pre2	謹呈	[キンテイ]
pre2	献呈	[ケンテイ]
pre2	進呈	[シンテイ]
pre2	贈呈	[ゾウテイ]
pre2	網棚	[あみだな]
pre2	神棚	[かみだな]
pre2	書棚	[ショだな]
pre2	戸棚	[とだな]
pre2	本棚	[ホンだな]
pre2	強壮	[キョウソウ]
pre2	広壮	[コウソウ]
pre2	豪壮	[ゴウソウ]
pre2	少壮	[ショウソウ]
pre2	盛壮	[セイソウ]
pre2	悲壮	[ヒソウ]
pre2	勇壮	[ユウソウ]
pre2	雄壮	[ユウソウ]
pre2	祈誓	[キセイ]
pre2	宣誓	[センセイ]
pre2	盟誓	[メイセイ]
pre2	約誓	[ヤクセイ]
pre2	花柳	[カリュウ]
pre2	新柳	[シンリュウ]
pre2	折柳	[セツリュウ]
pre2	川柳	[センリュウ]
pre2	門柳	[モンリュウ]
pre2	消耗	[ショウコウ,ショウモウ]
pre2	損耗	[ソンコウ,ソンモウ]
pre2	摩耗	[マモウ]
pre2	磨耗	[マモウ]
pre2	過褒	[カホウ]
pre2	家扶	[カフ]
pre2	河伯	[カハク]
pre2	画伯	[ガハク]
pre2	詩伯	[シハク]
pre2	匠伯	[ショウハク]
pre2	水伯	[スイハク]
pre2	風伯	[フウハク]
pre2	方伯	[ホウハク]
pre2	急騰	[キュウトウ]
pre2	高騰	[コウトウ]
pre2	上騰	[ジョウトウ]
pre2	反騰	[ハントウ]
pre2	沸騰	[フットウ]
pre2	暴騰	[ボウトウ]
pre2	奔騰	[ホントウ]
pre2	宮廷	[キュウテイ]
pre2	朝廷	[チョウテイ]
pre2	法廷	[ホウテイ]
pre2	音痴	[オンチ]
pre2	愚痴	[グチ]
pre2	白痴	[ハクチ]
pre2	山荘	[サンソウ]
pre2	村荘	[ソンソウ]
pre2	別荘	[ベッソウ]
pre2	旅荘	[リョソウ]
pre2	開析	[カイセキ]
pre2	解析	[カイセキ]
pre2	透析	[トウセキ]
pre2	分析	[ブンセキ]
pre2	雲竜	[ウンリュウ]
pre2	恐竜	[キョウリュウ]
pre2	飛竜	[ヒリュウ]
pre2	後厄	[あとヤク]
pre2	苦厄	[クヤク]
pre2	災厄	[サイヤク]
pre2	大厄	[タイヤク]
pre2	前厄	[まえヤク]
pre2	解剖	[カイボウ]
pre2	下附	[カフ]
pre2	寄附	[キフ]
pre2	添附	[テンプ]
pre2	海舶	[カイハク]
pre2	船舶	[センパク]
pre2	空洞	[クウドウ]
pre2	雪洞	[セツドウ,ぼんぼり]
pre2	仙洞	[セントウ]
pre2	風洞	[フウドウ]
pre2	官邸	[カンテイ]
pre2	公邸	[コウテイ]
pre2	豪邸	[ゴウテイ]
pre2	私邸	[シテイ]
pre2	藩邸	[ハンテイ]
pre2	別邸	[ベッテイ]
pre2	本邸	[ホンテイ]
pre2	角逐	[カクチク]
pre2	駆逐	[クチク]
pre2	追逐	[ツイチク]
pre2	放逐	[ホウチク]
pre2	巧拙	[コウセツ]
pre2	古拙	[コセツ]
pre2	稚拙	[チセツ]
pre2	野拙	[ヤセツ]
pre2	混紡	[コンボウ]
pre2	暗譜	[アンプ]
pre2	音譜	[オンプ]
pre2	楽譜	[ガクフ]
pre2	家譜	[カフ]
pre2	棋譜	[キフ]
pre2	系譜	[ケイフ]
pre2	採譜	[サイフ]
pre2	写譜	[シャフ]
pre2	年譜	[ネンプ]
pre2	空漠	[クウバク]
pre2	広漠	[コウバク]
pre2	荒漠	[コウバク]
pre2	索漠	[サクバク]
pre2	砂漠	[サバク]
pre2	寂漠	[セキバク]
pre2	家督	[カトク]
pre2	監督	[カントク]
pre2	総督	[ソウトク]
pre2	提督	[テイトク]
pre2	駅亭	[エキテイ]
pre2	茶亭	[チャテイ]
pre2	料亭	[リョウテイ]
pre2	旅亭	[リョテイ]
pre2	官秩	[カンチツ]
pre2	俸秩	[ホウチツ]
pre2	盗窃	[トウセツ]
pre2	軍虜	[グンリョ]
pre2	囚虜	[シュウリョ]
pre2	敵虜	[テキリョ]
pre2	亡虜	[ボウリョ]
pre2	捕虜	[ホリョ]
pre2	教諭	[キョウユ]
pre2	暁諭	[ギョウユ]
pre2	訓諭	[クンユ]
pre2	告諭	[コクユ]
pre2	説諭	[セツユ]
pre2	勅諭	[チョクユ]
pre2	内諭	[ナイユ]
pre2	簡朴	[カンボク]
pre2	素朴	[ソボク]
pre2	外侮	[ガイブ]
pre2	軽侮	[ケイブ]
pre2	慢侮	[マンブ]
pre2	素肌	[スはだ]
pre2	雪肌	[セッキ]
pre2	氷肌	[ヒョウキ]
pre2	凹凸	[オウトツ]
pre2	堅貞	[ケンテイ]
pre2	孝貞	[コウテイ]
pre2	忠貞	[チュウテイ]
pre2	童貞	[ドウテイ]
pre2	不貞	[フテイ]
pre2	世嫡	[セイチャク,セイテキ]
pre2	正嫡	[セイチャク,セイテキ]
pre2	廃嫡	[ハイチャク]
pre2	我曹	[ガソウ]
pre2	軍曹	[グンソウ]
pre2	法曹	[ホウソウ]
pre2	歌仙	[カセン]
pre2	詩仙	[シセン]
pre2	酒仙	[シュセン]
pre2	昇仙	[ショウセン]
pre2	神仙	[シンセン]
pre2	水仙	[スイセン]
pre2	荒涼	[コウリョウ]
pre2	清涼	[セイリョウ]
pre2	納涼	[ノウリョウ]
pre2	快癒	[カイユ]
pre2	全癒	[ゼンユ]
pre2	治癒	[チユ]
pre2	平癒	[ヘイユ]
pre2	下僕	[ゲボク]
pre2	公僕	[コウボク]
pre2	従僕	[ジュウボク]
pre2	忠僕	[チュウボク]
pre2	童僕	[ドウボク]
pre2	奴僕	[ドボク]
pre2	老僕	[ロウボク]
pre2	煮沸	[シャフツ]
pre2	衣鉢	[イハツ,エハツ]
pre2	鉄鉢	[テッパツ]
pre2	乳鉢	[ニュウバチ]
pre2	駐屯	[チュウトン]
pre2	駅逓	[エキテイ]
pre2	郵逓	[ユウテイ]
pre2	苦衷	[クチュウ]
pre2	折衷	[セッチュウ]
pre2	和衷	[ワチュウ]
pre2	国喪	[コクソウ]
pre2	心喪	[シンソウ]
pre2	送喪	[ソウソウ]
pre2	大喪	[タイソウ]
pre2	服喪	[フクも]
pre2	活栓	[カッセン]
pre2	血栓	[ケッセン]
pre2	水栓	[スイセン]
pre2	密栓	[ミッセン]
pre2	元栓	[もとセン]
pre2	閣僚	[カクリョウ]
pre2	官僚	[カンリョウ]
pre2	同僚	[ドウリョウ]
pre2	幕僚	[バクリョウ]
pre2	諾唯	[ダクイ]
pre2	相撲	[ソウボク,すもう]
pre2	打撲	[ダボク]
pre2	学閥	[ガクバツ]
pre2	官閥	[カンバツ]
pre2	軍閥	[グンバツ]
pre2	功閥	[コウバツ]
pre2	財閥	[ザイバツ]
pre2	派閥	[ハバツ]
pre2	藩閥	[ハンバツ]
pre2	門閥	[モンバツ]
pre2	硬軟	[コウナン]
pre2	柔軟	[ジュウナン]
pre2	探偵	[タンテイ]
pre2	内偵	[ナイテイ]
pre2	密偵	[ミッテイ]
pre2	哀弔	[アイチョウ]
pre2	敬弔	[ケイチョウ]
pre2	慶弔	[ケイチョウ]
pre2	歯槽	[シソウ]
pre2	酒槽	[シュソウ]
pre2	水槽	[スイソウ]
pre2	浴槽	[ヨクソウ]
pre2	回旋	[カイセン]
pre2	周旋	[シュウセン]
pre2	百載無窮	[ヒャクサイムキュウ]
pre2	百世不磨	[ヒャクセイフマ]
pre2	百戦錬磨	[ヒャクセンレンマ]
pre2	百八煩悩	[ヒャクハチボンノウ]
pre2	百花斉放	[ヒャッカセイホウ]
pre2	百古不磨	[ヒャッコフマ]
pre2	人垣	[ひとがき]
pre2	五線譜	[ゴセンフ]
pre2	五倫五常	[ゴリンゴジョウ]
pre2	五倫十起	[ゴリンジッキ]
pre2	一韻到底	[イチイントウテイ]
pre2	一汁一菜	[イチジュウイッサイ]
pre2	一夜漬	[イチヤづけ]
pre2	一労永逸	[イチロウエイイツ]
pre2	一閑張	[イッカンばり]
pre2	一生懸命	[イッショウケンメイ]
pre2	一睡	[イッスイ]
pre2	一斉	[イッセイ]
pre2	一張羅	[イッチョウラ]
pre2	一登竜門	[イットリュウモン]
pre2	一筆抹殺	[イッピツマッサツ]
pre2	一遍	[イッペン]
pre2	一泡	[ひとあわ]
pre2	一肌	[ひとはだ]
pre2	文化勲章	[ブンカクンショウ]
pre2	天下泰平	[テンカタイヘイ]
pre2	天涯孤独	[テンガイコドク]
pre2	天涯地角	[テンガイチカク]
pre2	天涯比隣	[テンガイヒリン]
pre2	天懸地隔	[テンケンチカク]
pre2	天上天下唯我独尊	[テンジョウテンゲユイガドクソン]
pre2	天壌無窮	[テンジョウムキュウ]
pre2	七難九厄	[シチナンクヤク]
pre2	気韻生動	[キインセイドウ]
pre2	気宇壮大	[キウソウダイ]
pre2	木肌	[きはだ]
pre2	田翁	[デンオウ]
pre2	正真正銘	[ショウシンショウメイ]
pre2	車蛍孫雪	[シャケイソンセツ]
pre2	九献	[クコン]
pre2	雨露霜雪	[ウロソウセツ]
pre2	土豪劣紳	[ドゴウレッシン]
pre2	土木壮麗	[ドボクソウレイ]
pre2	生漆	[きうるし]
pre2	生渋	[きしぶ]
pre2	生臭坊主	[なまぐさボウズ]
pre2	手酌	[てジャク]
pre2	手風琴	[てフウキン]
pre2	休閑地	[キュウカンチ]
pre2	休祥	[キュウショウ]
pre2	二杯酢	[ニハイず]
pre2	村醸	[ソンジョウ]
pre2	青味泥	[あおミどろ]
pre2	三弦	[サンゲン]
pre2	三杯酢	[サンバイず]
pre2	玉石同砕	[ギョクセキドウサイ]
pre2	玉昆金友	[ギョッコンキンユウ]
pre2	玉垣	[たまがき]
pre2	目挑心招	[モクチョウシンショウ]
pre2	大雑把	[おおザッパ]
pre2	大隅	[おおすみ]
pre2	大喝一声	[ダイカツイッセイ]
pre2	大言壮語	[タイゲンソウゴ]
pre2	大悟徹底	[タイゴテッテイ]
pre2	出刃包丁	[でばボウチョウ]
pre2	山河襟帯	[サンガキンタイ]
pre2	山津波	[やまつなみ]
pre2	山猫	[やまねこ]
pre2	山懐	[やまふところ]
pre2	山繭	[やままゆ]
pre2	金鈴	[キンレイ]
pre2	金剛石	[コンゴウセキ]
pre2	金剛力士	[コンゴウリキシ]
pre2	立坪	[リュウつぼ]
pre2	子煩悩	[こボンノウ]
pre2	空閑地	[クウカンチ]
pre2	空空漠漠	[クウクウバクバク]
pre2	空耗	[クウコウ]
pre2	下緒	[さげお]
pre2	小臭木	[こくさぎ]
pre2	小荷駄	[こにダ]
pre2	小国寡民	[ショウコクカミン]
pre2	火砕流	[カサイリュウ]
pre2	火鉢	[ひばち]
pre2	白首窮経	[ハクシュキュウケイ]
pre2	白頭翁	[ハクトウオウ]
pre2	千緒万端	[センショバンタン]
pre2	上棟	[ジョウトウ]
pre2	花紅柳緑	[カコウリュウリョク]
pre2	花柳界	[カリュウカイ]
pre2	六根清浄	[ロッコンショウジョウ]
pre2	八索九丘	[ハッサクキュウキュウ]
pre2	虫媒花	[チュウバイカ]
pre2	森羅万象	[シンラバンショウ]
pre2	見賢思斉	[ケンケンシセイ]
pre2	貝殻	[かいがら]
pre2	貝殻虫	[かいがらむし]
pre2	通弊	[ツウヘイ]
pre2	羽化登仙	[ウカトウセン]
pre2	万馬奔騰	[バンバホントウ]
pre2	万物斉同	[バンブツセイドウ]
pre2	思索生知	[シサクセイチ]
pre2	雲泥万里	[ウンデイバンリ]
pre2	雲竜型	[ウンリュウがた]
pre2	明珠暗投	[メイシュアントウ]
pre2	明窓浄机	[メイソウジョウキ]
pre2	多祥	[タショウ]
pre2	心猿意馬	[シンエンイバ]
pre2	心神耗弱	[シンシンコウジャク]
pre2	高歌放吟	[コウカホウギン]
pre2	高吟	[コウギン]
pre2	新涼灯火	[シンリョウトウカ]
pre2	黄水仙	[きズイセン]
pre2	半襟	[ハンえり]
pre2	半挿	[ハンゾウ]
pre2	刀刃	[トウジン]
pre2	自己嫌悪	[ジコケンオ]
pre2	自己顕示	[ジコケンジ]
pre2	自粛自戒	[ジシュクジカイ]
pre2	自叙伝	[ジジョデン]
pre2	自堕落	[ジダラク]
pre2	自賠責保険	[ジバイセキホケン]
pre2	自由奔放	[ジユウホンポウ]
pre2	合従連衡	[ガッショウレンコウ]
pre2	図書寮	[ズショリョウ]
pre2	図譜	[ズフ]
pre2	時期尚早	[ジキショウソウ]
pre2	時弊	[ジヘイ]
pre2	谷懐	[たにふところ]
pre2	夜尿症	[ヤニョウショウ]
pre2	夜盲症	[ヤモウショウ]
pre2	地団駄	[ジダンダ]
pre2	地下茎	[チカケイ]
pre2	地衡風	[チコウフウ]
pre2	汽缶	[キカン]
pre2	風懐	[フウカイ]
pre2	風清弊絶	[フウセイヘイゼツ]
pre2	風霜高潔	[フウソウコウケツ]
pre2	風媒花	[フウバイカ]
pre2	風流韻事	[フウリュウインジ]
pre2	東遷	[トウセン]
pre2	東奔西走	[トウホンセイソウ]
pre2	西方浄土	[サイホウジョウド]
pre2	家僕	[カボク]
pre2	友垣	[ともがき]
pre2	友禅	[ゆうぜん]
pre2	分崩離析	[ブンポウリセキ]
pre2	知崇礼卑	[チスウレイヒ]
pre2	弱吟	[よわギン]
pre2	今暁	[コンギョウ]
pre2	歌垣	[うたがき]
pre2	聞風喪胆	[ブンプウソウタン]
